date,store_nbr,family,predicted_sales
2017-08-19,9,HOME CARE,92.35005995207369
2017-08-20,9,HOME CARE,86.02118871241213
2017-08-16,9,LADIESWEAR,44.1169428474674
2017-08-17,9,LADIESWEAR,43.3666111079947
2017-08-18,9,LADIESWEAR,48.238788079708726
2017-08-19,9,LADIESWEAR,51.078190508218206
2017-08-20,9,LADIESWEAR,50.43749735084159
2017-08-16,9,LAWN AND GARDEN,44.1169428474674
2017-08-17,9,LAWN AND GARDEN,43.3666111079947
2017-08-18,9,LAWN AND GARDEN,48.238788079708726
2017-08-19,9,LAWN AND GARDEN,51.078190508218206
2017-08-20,9,LAWN AND GARDEN,50.43749735084159
2017-08-16,9,LINGERIE,44.1169428474674
2017-08-17,9,LINGERIE,43.3666111079947
2017-08-18,9,LINGERIE,48.238788079708726
2017-08-19,9,LINGERIE,51.078190508218206
2017-08-20,9,LINGERIE,50.43749735084159
2017-08-16,9,"LIQUOR,WINE,BEER",43.10468711689041
2017-08-17,9,"LIQUOR,WINE,BEER",43.3666111079947
2017-08-18,9,"LIQUOR,WINE,BEER",49.77054282664194
2017-08-19,9,"LIQUOR,WINE,BEER",55.29814575468159
2017-08-20,9,"LIQUOR,WINE,BEER",45.135511700471014
2017-08-16,9,MAGAZINES,44.1610400571588
2017-08-17,9,MAGAZINES,43.3666111079947
2017-08-18,9,MAGAZINES,48.238788079708726
2017-08-19,9,MAGAZINES,51.078190508218206
2017-08-20,9,MAGAZINES,48.062658804946295
2017-08-16,9,MEATS,126.39491942826987
2017-08-17,9,MEATS,86.90230695871719
2017-08-18,9,MEATS,93.8665895426904
2017-08-19,9,MEATS,96.8500807958916
2017-08-20,9,MEATS,83.19155227652594
2017-08-16,9,PERSONAL CARE,145.33418760195985
2017-08-17,9,PERSONAL CARE,88.18749089411014
2017-08-18,9,PERSONAL CARE,93.8665895426904
2017-08-19,9,PERSONAL CARE,102.04143967603842
2017-08-20,9,PERSONAL CARE,110.20464811413768
2017-08-16,9,PET SUPPLIES,44.05537617295908
2017-08-17,9,PET SUPPLIES,43.26094722379498
2017-08-18,9,PET SUPPLIES,48.13312419550899
2017-08-19,9,PET SUPPLIES,50.40106590922875
2017-08-20,9,PET SUPPLIES,50.239883113460465
2017-08-16,9,PLAYERS AND ELECTRONICS,44.05537617295908
2017-08-17,9,PLAYERS AND ELECTRONICS,43.26094722379498
2017-08-18,9,PLAYERS AND ELECTRONICS,48.13312419550899
2017-08-19,9,PLAYERS AND ELECTRONICS,50.97252662401847
2017-08-20,9,PLAYERS AND ELECTRONICS,50.78076244722358
2017-08-16,9,POULTRY,130.35498007891402
2017-08-17,9,POULTRY,86.90230695871719
2017-08-18,9,POULTRY,93.8665895426904
2017-08-19,9,POULTRY,102.04143967603842
2017-08-20,9,POULTRY,86.01531980300298
2017-08-16,9,PREPARED FOODS,65.4567383954194
2017-08-17,9,PREPARED FOODS,54.83897894947571
2017-08-18,9,PREPARED FOODS,58.29563034474104
2017-08-19,9,PREPARED FOODS,63.823233272780705
2017-08-20,9,PREPARED FOODS,63.0905897622227
2017-08-16,9,PRODUCE,209.35934700814354
2017-08-17,9,PRODUCE,99.54525490916333
2017-08-18,9,PRODUCE,104.77401220368813
2017-08-19,9,PRODUCE,102.17211124787966
2017-08-20,9,PRODUCE,131.8241058888061
2017-08-16,9,SCHOOL AND OFFICE SUPPLIES,66.04121475947444
2017-08-17,9,SCHOOL AND OFFICE SUPPLIES,59.04352139479026
2017-08-18,9,SCHOOL AND OFFICE SUPPLIES,64.11196281167953
2017-08-19,9,SCHOOL AND OFFICE SUPPLIES,69.02233354032761
2017-08-20,9,SCHOOL AND OFFICE SUPPLIES,68.28969002976962
2017-08-16,9,SEAFOOD,44.06279415543775
2017-08-17,9,SEAFOOD,43.26836520627365
2017-08-18,9,SEAFOOD,48.7120028927774
2017-08-19,9,SEAFOOD,50.979944606497156
2017-08-20,9,SEAFOOD,52.39871177145753
2017-08-16,10,AUTOMOTIVE,44.080534748706405
2017-08-17,10,AUTOMOTIVE,43.16582760559122
2017-08-18,10,AUTOMOTIVE,48.038004577305244
2017-08-19,10,AUTOMOTIVE,50.305946291025
2017-08-20,10,AUTOMOTIVE,50.126579533184135
2017-08-16,10,BABY CARE,217.49937926080298
2017-08-17,10,BABY CARE,56.39374993546252
2017-08-18,10,BABY CARE,49.59985464714306
2017-08-19,10,BABY CARE,54.415895351260524
2017-08-20,10,BABY CARE,54.34653477964752
2017-08-16,10,BEAUTY,44.080534748706405
2017-08-17,10,BEAUTY,43.16582760559122
2017-08-18,10,BEAUTY,48.038004577305244
2017-08-19,10,BEAUTY,50.305946291025
2017-08-20,10,BEAUTY,50.126579533184135
2017-08-16,10,BEVERAGES,160.97904678718191
2017-08-17,10,BEVERAGES,85.4556342113866
2017-08-18,10,BEVERAGES,98.7285346001649
2017-08-19,10,BEVERAGES,114.10737640950252
2017-08-20,10,BEVERAGES,119.2051584491284
2017-08-16,10,BOOKS,217.49937926080298
2017-08-17,10,BOOKS,56.39374993546252
2017-08-18,10,BOOKS,49.56975932423846
2017-08-19,10,BOOKS,54.38580002835592
2017-08-20,10,BOOKS,54.31643945674292
2017-08-16,10,BREAD/BAKERY,52.24068654191034
2017-08-17,10,BREAD/BAKERY,49.55217704620362
2017-08-18,10,BREAD/BAKERY,58.20051072653728
2017-08-19,10,BREAD/BAKERY,63.728113654576944
2017-08-20,10,BREAD/BAKERY,54.445923252607315
2017-08-16,10,CELEBRATION,44.080534748706405
2017-08-17,10,CELEBRATION,43.16582760559122
2017-08-18,10,CELEBRATION,48.038004577305244
2017-08-19,10,CELEBRATION,50.305946291025
2017-08-20,10,CELEBRATION,50.096484210279534
2017-08-16,10,CLEANING,147.0781105084783
2017-08-17,10,CLEANING,78.29532766774196
2017-08-18,10,CLEANING,91.61088537823812
2017-08-19,10,CLEANING,99.78573551158614
2017-08-20,10,CLEANING,81.90266829551736
2017-08-16,10,DAIRY,108.69430242353552
2017-08-17,10,DAIRY,63.527891013605455
2017-08-18,10,DAIRY,78.04954809987846
2017-08-19,10,DAIRY,80.96599674381773
2017-08-20,10,DAIRY,83.68069247560034
2017-08-16,10,DELI,83.44282893091055
2017-08-17,10,DELI,67.3364995322262
2017-08-18,10,DELI,78.04954809987846
2017-08-19,10,DELI,80.96599674381773
2017-08-20,10,DELI,77.20195965248435
2017-08-16,10,EGGS,44.539236586970546
2017-08-17,10,EGGS,42.38824813766928
2017-08-18,10,EGGS,48.79217985631652
2017-08-19,10,EGGS,54.31978278435617
2017-08-20,10,EGGS,57.0344785161388
2017-08-16,10,FROZEN FOODS,44.57564468573154
2017-08-17,10,FROZEN FOODS,43.3666111079947
2017-08-18,10,FROZEN FOODS,49.77054282664194
2017-08-19,10,FROZEN FOODS,53.229601183736584
2017-08-20,10,FROZEN FOODS,53.40501103961967
2017-08-16,10,GROCERY I,182.8070436759277
2017-08-17,10,GROCERY I,38.43987426492451
2017-08-18,10,GROCERY I,101.26217056398866
2017-08-19,10,GROCERY I,88.93176912365612
2017-08-20,10,GROCERY I,126.59743282839936
2017-08-16,10,GROCERY II,44.1169428474674
2017-08-17,10,GROCERY II,43.3666111079947
2017-08-18,10,GROCERY II,48.238788079708726
2017-08-19,10,GROCERY II,51.078190508218206
2017-08-20,10,GROCERY II,49.896618017078474
2017-08-16,10,HARDWARE,44.1169428474674
2017-08-17,10,HARDWARE,43.3666111079947
2017-08-18,10,HARDWARE,48.238788079708726
2017-08-19,10,HARDWARE,50.506729793428484
2017-08-20,10,HARDWARE,49.896618017078474
2017-08-16,10,HOME AND KITCHEN I,44.1169428474674
2017-08-17,10,HOME AND KITCHEN I,43.3666111079947
2017-08-18,10,HOME AND KITCHEN I,48.238788079708726
2017-08-19,10,HOME AND KITCHEN I,51.078190508218206
2017-08-20,10,HOME AND KITCHEN I,50.43749735084159
2017-08-16,10,HOME AND KITCHEN II,44.1169428474674
2017-08-17,10,HOME AND KITCHEN II,43.3666111079947
2017-08-18,10,HOME AND KITCHEN II,48.238788079708726
2017-08-19,10,HOME AND KITCHEN II,51.078190508218206
2017-08-20,10,HOME AND KITCHEN II,50.43749735084159
2017-08-16,10,HOME APPLIANCES,40.472987944130246
2017-08-17,10,HOME APPLIANCES,43.3666111079947
2017-08-18,10,HOME APPLIANCES,48.238788079708726
2017-08-19,10,HOME APPLIANCES,50.506729793428484
2017-08-20,10,HOME APPLIANCES,49.896618017078474
2017-08-16,10,HOME CARE,75.24295772423795
2017-08-17,10,HOME CARE,59.490901302302504
2017-08-18,10,HOME CARE,64.55934271919179
2017-08-19,10,HOME CARE,69.46971344783988
2017-08-20,10,HOME CARE,68.28814095670013
2017-08-16,10,LADIESWEAR,44.1169428474674
2017-08-17,10,LADIESWEAR,43.3666111079947
2017-08-18,10,LADIESWEAR,48.238788079708726
2017-08-19,10,LADIESWEAR,51.078190508218206
2017-08-20,10,LADIESWEAR,49.896618017078474
2017-08-16,10,LAWN AND GARDEN,38.18433609537358
2017-08-17,10,LAWN AND GARDEN,43.3666111079947
2017-08-18,10,LAWN AND GARDEN,48.238788079708726
2017-08-19,10,LAWN AND GARDEN,50.506729793428484
2017-08-20,10,LAWN AND GARDEN,49.896618017078474
2017-08-16,10,LINGERIE,44.1169428474674
2017-08-17,10,LINGERIE,43.3666111079947
2017-08-18,10,LINGERIE,48.238788079708726
2017-08-19,10,LINGERIE,50.506729793428484
2017-08-20,10,LINGERIE,49.896618017078474
2017-08-16,10,"LIQUOR,WINE,BEER",42.975203321026015
2017-08-17,10,"LIQUOR,WINE,BEER",43.3666111079947
2017-08-18,10,"LIQUOR,WINE,BEER",48.81024879449845
2017-08-19,10,"LIQUOR,WINE,BEER",51.61906984198132
2017-08-20,10,"LIQUOR,WINE,BEER",42.16799801169293
2017-08-16,10,MAGAZINES,44.1610400571588
2017-08-17,10,MAGAZINES,43.3666111079947
2017-08-18,10,MAGAZINES,48.238788079708726
2017-08-19,10,MAGAZINES,50.506729793428484
2017-08-20,10,MAGAZINES,47.52177947118318
2017-08-16,10,MEATS,85.54606441331298
2017-08-17,10,MEATS,64.66637801047052
2017-08-18,10,MEATS,67.68443709264521
2017-08-19,10,MEATS,75.01082900103626
2017-08-20,10,MEATS,66.0757367202054
2017-08-16,10,PERSONAL CARE,77.54096324768257
2017-08-17,10,PERSONAL CARE,59.03610341231159
2017-08-18,10,PERSONAL CARE,64.10454482920086
2017-08-19,10,PERSONAL CARE,69.01491555784897
2017-08-20,10,PERSONAL CARE,65.84318936582557
2017-08-16,10,PET SUPPLIES,44.05537617295908
2017-08-17,10,PET SUPPLIES,43.26094722379498
2017-08-18,10,PET SUPPLIES,48.13312419550899
2017-08-19,10,PET SUPPLIES,50.40106590922875
2017-08-20,10,PET SUPPLIES,50.239883113460465
2017-08-16,10,PLAYERS AND ELECTRONICS,44.05537617295908
2017-08-17,10,PLAYERS AND ELECTRONICS,43.26094722379498
2017-08-18,10,PLAYERS AND ELECTRONICS,48.13312419550899
2017-08-19,10,PLAYERS AND ELECTRONICS,50.40106590922875
2017-08-20,10,PLAYERS AND ELECTRONICS,50.239883113460465
2017-08-16,10,POULTRY,61.604334714067214
2017-08-17,10,POULTRY,55.45621114886717
2017-08-18,10,POULTRY,64.10454482920086
2017-08-19,10,POULTRY,69.01491555784897
2017-08-20,10,POULTRY,63.0905897622227
2017-08-16,10,PREPARED FOODS,44.05537617295908
2017-08-17,10,PREPARED FOODS,43.26094722379498
2017-08-18,10,PREPARED FOODS,48.70458491029871
2017-08-19,10,PREPARED FOODS,53.12393729953685
2017-08-20,10,PREPARED FOODS,52.39129378897884
2017-08-16,10,PRODUCE,105.96887195920547
2017-08-17,10,PRODUCE,67.86748259503936
2017-08-18,10,PRODUCE,73.3221296732829
2017-08-19,10,PRODUCE,75.37774046166643
2017-08-20,10,PRODUCE,68.1663641279924
2017-08-16,10,SCHOOL AND OFFICE SUPPLIES,44.06279415543775
2017-08-17,10,SCHOOL AND OFFICE SUPPLIES,43.26836520627365
2017-08-18,10,SCHOOL AND OFFICE SUPPLIES,48.140542177987676
2017-08-19,10,SCHOOL AND OFFICE SUPPLIES,50.979944606497156
2017-08-20,10,SCHOOL AND OFFICE SUPPLIES,50.788180429702265
2017-08-16,10,SEAFOOD,44.06279415543775
2017-08-17,10,SEAFOOD,43.26836520627365
2017-08-18,10,SEAFOOD,48.140542177987676
2017-08-19,10,SEAFOOD,50.408483891707434
2017-08-20,10,SEAFOOD,50.24730109593915
2017-08-16,11,AUTOMOTIVE,44.080534748706405
2017-08-17,11,AUTOMOTIVE,43.16582760559122
2017-08-18,11,AUTOMOTIVE,48.038004577305244
2017-08-19,11,AUTOMOTIVE,50.907502328719325
2017-08-20,11,AUTOMOTIVE,50.126579533184135
2017-08-16,11,BABY CARE,40.43657984536925
2017-08-17,11,BABY CARE,43.16582760559122
2017-08-18,11,BABY CARE,48.038004577305244
2017-08-19,11,BABY CARE,50.305946291025
2017-08-20,11,BABY CARE,50.126579533184135
2017-08-16,11,BEAUTY,44.080534748706405
2017-08-17,11,BEAUTY,43.16582760559122
2017-08-18,11,BEAUTY,48.038004577305244
2017-08-19,11,BEAUTY,50.305946291025
2017-08-20,11,BEAUTY,50.126579533184135
2017-08-16,11,BEVERAGES,260.03613117231185
2017-08-17,11,BEVERAGES,98.9350248589798
2017-08-18,11,BEVERAGES,53.57204532508512
2017-08-19,11,BEVERAGES,104.40633408112645
2017-08-20,11,BEVERAGES,140.6135657208183
2017-08-16,11,BOOKS,217.49937926080298
2017-08-17,11,BOOKS,56.39374993546252
2017-08-18,11,BOOKS,49.56975932423846
2017-08-19,11,BOOKS,53.61151206476563
2017-08-20,11,BOOKS,51.103333201747255
2017-08-16,11,BREAD/BAKERY,222.18259739685058
2017-08-17,11,BREAD/BAKERY,111.4828284221951
2017-08-18,11,BREAD/BAKERY,95.76181708965325
2017-08-19,11,BREAD/BAKERY,99.01144754799584
2017-08-20,11,BREAD/BAKERY,101.54204953279049
2017-08-16,11,CELEBRATION,44.080534748706405
2017-08-17,11,CELEBRATION,43.16582760559122
2017-08-18,11,CELEBRATION,48.60946529209497
2017-08-19,11,CELEBRATION,50.877407005814725
2017-08-20,11,CELEBRATION,50.63736354404265
2017-08-16,11,CLEANING,163.07464687150315
2017-08-17,11,CLEANING,68.97437246979541
2017-08-18,11,CLEANING,98.6984392772603
2017-08-19,11,CLEANING,108.5517180327211
2017-08-20,11,CLEANING,113.46474227913892
2017-08-16,11,DAIRY,139.65013280625948
2017-08-17,11,DAIRY,77.51774819982002
2017-08-18,11,DAIRY,90.83330591031618
2017-08-19,11,DAIRY,94.79044247346758
2017-08-20,11,DAIRY,89.8523961002937
2017-08-16,11,DELI,135.5623025695428
2017-08-17,11,DELI,77.51774819982002
2017-08-18,11,DELI,87.38988030370989
2017-08-19,11,DELI,90.59740901815798
2017-08-20,11,DELI,89.8523961002937
2017-08-16,11,EGGS,116.62303439585284
2017-08-17,11,EGGS,68.1830361202389
2017-08-18,11,EGGS,84.89008559560436
2017-08-19,11,EGGS,85.45011026963616
2017-08-20,11,EGGS,85.7259877100134
2017-08-16,11,FROZEN FOODS,52.277094640671336
2017-08-17,11,FROZEN FOODS,49.7529605486071
2017-08-18,11,FROZEN FOODS,58.40129422894076
2017-08-19,11,FROZEN FOODS,54.65334158695569
2017-08-20,11,FROZEN FOODS,51.03295080441059
2017-08-16,11,GROCERY I,189.3771015898527
2017-08-17,11,GROCERY I,23.475226954314174
2017-08-18,11,GROCERY I,216.28699973129665
2017-08-19,11,GROCERY I,117.40663874923705
2017-08-20,11,GROCERY I,252.24842379917305
2017-08-16,11,GROCERY II,44.1169428474674
2017-08-17,11,GROCERY II,43.3666111079947
2017-08-18,11,GROCERY II,48.81024879449845
2017-08-19,11,GROCERY II,51.61906984198132
2017-08-20,11,GROCERY II,52.04802869259685
2017-08-16,11,HARDWARE,44.1169428474674
2017-08-17,11,HARDWARE,43.3666111079947
2017-08-18,11,HARDWARE,48.238788079708726
2017-08-19,11,HARDWARE,50.506729793428484
2017-08-20,11,HARDWARE,49.896618017078474
2017-08-16,11,HOME AND KITCHEN I,44.1169428474674
2017-08-17,11,HOME AND KITCHEN I,43.3666111079947
2017-08-18,11,HOME AND KITCHEN I,49.77054282664194
2017-08-19,11,HOME AND KITCHEN I,53.229601183736584
2017-08-20,11,HOME AND KITCHEN I,52.04802869259685
2017-08-16,11,HOME AND KITCHEN II,44.1169428474674
2017-08-17,11,HOME AND KITCHEN II,43.3666111079947
2017-08-18,11,HOME AND KITCHEN II,48.238788079708726
2017-08-19,11,HOME AND KITCHEN II,51.078190508218206
2017-08-20,11,HOME AND KITCHEN II,50.43749735084159
2017-08-16,11,HOME APPLIANCES,38.18433609537358
2017-08-17,11,HOME APPLIANCES,43.3666111079947
2017-08-18,11,HOME APPLIANCES,48.238788079708726
2017-08-19,11,HOME APPLIANCES,50.506729793428484
2017-08-20,11,HOME APPLIANCES,49.896618017078474
2017-08-16,11,HOME CARE,124.0629287518642
2017-08-17,11,HOME CARE,74.87604508888589
2017-08-18,11,HOME CARE,84.1752098187257
2017-08-19,11,HOME CARE,91.5757719884834
2017-08-20,11,HOME CARE,86.93449084769676
2017-08-16,11,LADIESWEAR,44.1169428474674
2017-08-17,11,LADIESWEAR,43.3666111079947
2017-08-18,11,LADIESWEAR,48.238788079708726
2017-08-19,11,LADIESWEAR,51.078190508218206
2017-08-20,11,LADIESWEAR,49.896618017078474
2017-08-16,11,LAWN AND GARDEN,44.1169428474674
2017-08-17,11,LAWN AND GARDEN,43.3666111079947
2017-08-18,11,LAWN AND GARDEN,48.238788079708726
2017-08-19,11,LAWN AND GARDEN,50.506729793428484
2017-08-20,11,LAWN AND GARDEN,49.896618017078474
2017-08-16,11,LINGERIE,44.1169428474674
2017-08-17,11,LINGERIE,43.3666111079947
2017-08-18,11,LINGERIE,48.238788079708726
2017-08-19,11,LINGERIE,51.078190508218206
2017-08-20,11,LINGERIE,50.43749735084159
2017-08-16,11,"LIQUOR,WINE,BEER",42.975203321026015
2017-08-17,11,"LIQUOR,WINE,BEER",43.3666111079947
2017-08-18,11,"LIQUOR,WINE,BEER",49.77054282664194
2017-08-19,11,"LIQUOR,WINE,BEER",53.229601183736584
2017-08-20,11,"LIQUOR,WINE,BEER",43.77852935344819
2017-08-16,11,MAGAZINES,44.1610400571588
2017-08-17,11,MAGAZINES,43.3666111079947
2017-08-18,11,MAGAZINES,48.238788079708726
2017-08-19,11,MAGAZINES,50.506729793428484
2017-08-20,11,MAGAZINES,47.52177947118318
2017-08-16,11,MEATS,159.09333964811722
2017-08-17,11,MEATS,88.18749089411014
2017-08-18,11,MEATS,101.50304860460633
2017-08-19,11,MEATS,108.90361077436405
2017-08-20,11,MEATS,92.78295375263528
2017-08-16,11,PERSONAL CARE,122.42624810659666
2017-08-17,11,PERSONAL CARE,83.28224087745767
2017-08-18,11,PERSONAL CARE,93.8665895426904
2017-08-19,11,PERSONAL CARE,101.26715171244813
2017-08-20,11,PERSONAL CARE,98.96523159338382
2017-08-16,11,PET SUPPLIES,40.41142126962191
2017-08-17,11,PET SUPPLIES,43.26094722379498
2017-08-18,11,PET SUPPLIES,48.13312419550899
2017-08-19,11,PET SUPPLIES,50.40106590922875
2017-08-20,11,PET SUPPLIES,50.239883113460465
2017-08-16,11,PLAYERS AND ELECTRONICS,44.05537617295908
2017-08-17,11,PLAYERS AND ELECTRONICS,43.26094722379498
2017-08-18,11,PLAYERS AND ELECTRONICS,48.70458491029871
2017-08-19,11,PLAYERS AND ELECTRONICS,51.513405957781586
2017-08-20,11,PLAYERS AND ELECTRONICS,51.20017714560396
2017-08-16,11,POULTRY,145.33418760195985
2017-08-17,11,POULTRY,84.74406528750384
2017-08-18,11,POULTRY,93.8665895426904
2017-08-19,11,POULTRY,101.26715171244813
2017-08-20,11,POULTRY,94.46651657254219
2017-08-16,11,PREPARED FOODS,57.40721025123135
2017-08-17,11,PREPARED FOODS,49.64729666440738
2017-08-18,11,PREPARED FOODS,58.29563034474104
2017-08-19,11,PREPARED FOODS,63.04894530919041
2017-08-20,11,PREPARED FOODS,51.37621590079258
2017-08-16,11,PRODUCE,202.40265993450882
2017-08-17,11,PRODUCE,99.54525490916333
2017-08-18,11,PRODUCE,104.77401220368813
2017-08-19,11,PRODUCE,108.59900003372023
2017-08-20,11,PRODUCE,133.76200881256744
2017-08-16,11,SCHOOL AND OFFICE SUPPLIES,44.06279415543775
2017-08-17,11,SCHOOL AND OFFICE SUPPLIES,43.26836520627365
2017-08-18,11,SCHOOL AND OFFICE SUPPLIES,48.7120028927774
2017-08-19,11,SCHOOL AND OFFICE SUPPLIES,51.52082394026027
2017-08-20,11,SCHOOL AND OFFICE SUPPLIES,52.39871177145753
2017-08-16,11,SEAFOOD,44.06279415543775
2017-08-17,11,SEAFOOD,43.26836520627365
2017-08-18,11,SEAFOOD,48.140542177987676
2017-08-19,11,SEAFOOD,50.979944606497156
2017-08-20,11,SEAFOOD,50.24730109593915
2017-08-16,12,AUTOMOTIVE,44.080534748706405
2017-08-17,12,AUTOMOTIVE,43.16582760559122
2017-08-18,12,AUTOMOTIVE,48.038004577305244
2017-08-19,12,AUTOMOTIVE,50.907502328719325
2017-08-20,12,AUTOMOTIVE,50.126579533184135
2017-08-16,12,BABY CARE,217.49937926080298
2017-08-17,12,BABY CARE,56.39374993546252
2017-08-18,12,BABY CARE,49.59985464714306
2017-08-19,12,BABY CARE,53.64160738767023
2017-08-20,12,BABY CARE,51.133428524651855
2017-08-16,12,BEAUTY,44.080534748706405
2017-08-17,12,BEAUTY,43.16582760559122
2017-08-18,12,BEAUTY,48.038004577305244
2017-08-19,12,BEAUTY,50.305946291025
2017-08-20,12,BEAUTY,50.126579533184135
2017-08-16,12,BEVERAGES,160.97904678718191
2017-08-17,12,BEVERAGES,85.4556342113866
2017-08-18,12,BEVERAGES,98.7285346001649
2017-08-19,12,BEVERAGES,113.33308844591222
2017-08-20,12,BEVERAGES,135.86474203933642
2017-08-16,12,BOOKS,217.49937926080298
2017-08-17,12,BOOKS,56.39374993546252
2017-08-18,12,BOOKS,49.56975932423846
2017-08-19,12,BOOKS,53.61151206476563
2017-08-20,12,BOOKS,51.103333201747255
2017-08-16,12,BREAD/BAKERY,77.9152558292211
2017-08-17,12,BREAD/BAKERY,64.92039239805796
2017-08-18,12,BREAD/BAKERY,67.93845148023263
2017-08-19,12,BREAD/BAKERY,74.49055542503338
2017-08-20,12,BREAD/BAKERY,67.69092207464841
2017-08-16,12,CELEBRATION,44.080534748706405
2017-08-17,12,CELEBRATION,43.16582760559122
2017-08-18,12,CELEBRATION,48.60946529209497
2017-08-19,12,CELEBRATION,50.877407005814725
2017-08-20,12,CELEBRATION,50.63736354404265
2017-08-16,12,CLEANING,162.09029217465914
2017-08-17,12,CLEANING,78.29532766774196
2017-08-18,12,CLEANING,91.61088537823812
2017-08-19,12,CLEANING,99.01144754799584
2017-08-20,12,CLEANING,88.90422107710474
2017-08-16,12,DAIRY,112.65436307417953
2017-08-17,12,DAIRY,68.1830361202389
2017-08-18,12,DAIRY,83.19684684840028
2017-08-19,12,DAIRY,85.94226391152452
2017-08-20,12,DAIRY,85.7259877100134
2017-08-16,12,DELI,75.65843003795287
2017-08-17,12,DELI,64.14281293013602
2017-08-18,12,DELI,72.79114661046974
2017-08-19,12,DELI,70.13308369366703
2017-08-20,12,DELI,67.99293995430145
2017-08-16,12,EGGS,44.080534748706405
2017-08-17,12,EGGS,42.38824813766928
2017-08-18,12,EGGS,48.79217985631652
2017-08-19,12,EGGS,52.83393259684369
2017-08-20,12,EGGS,53.82137226114313
2017-08-16,12,FROZEN FOODS,44.1169428474674
2017-08-17,12,FROZEN FOODS,43.3666111079947
2017-08-18,12,FROZEN FOODS,49.77054282664194
2017-08-19,12,FROZEN FOODS,53.229601183736584
2017-08-20,12,FROZEN FOODS,52.04802869259685
2017-08-16,12,GROCERY I,182.8070436759277
2017-08-17,12,GROCERY I,38.43987426492451
2017-08-18,12,GROCERY I,119.88672283834217
2017-08-19,12,GROCERY I,95.77357977032223
2017-08-20,12,GROCERY I,123.3843265734037
2017-08-16,12,GROCERY II,44.1169428474674
2017-08-17,12,GROCERY II,43.3666111079947
2017-08-18,12,GROCERY II,48.238788079708726
2017-08-19,12,GROCERY II,51.078190508218206
2017-08-20,12,GROCERY II,49.896618017078474
2017-08-16,12,HARDWARE,40.472987944130246
2017-08-17,12,HARDWARE,43.3666111079947
2017-08-18,12,HARDWARE,48.238788079708726
2017-08-19,12,HARDWARE,50.506729793428484
2017-08-20,12,HARDWARE,49.896618017078474
2017-08-16,12,HOME AND KITCHEN I,44.1169428474674
2017-08-17,12,HOME AND KITCHEN I,43.3666111079947
2017-08-18,12,HOME AND KITCHEN I,48.81024879449845
2017-08-19,12,HOME AND KITCHEN I,51.078190508218206
2017-08-20,12,HOME AND KITCHEN I,52.04802869259685
2017-08-16,12,HOME AND KITCHEN II,44.1169428474674
2017-08-17,12,HOME AND KITCHEN II,43.3666111079947
2017-08-18,12,HOME AND KITCHEN II,48.81024879449845
2017-08-19,12,HOME AND KITCHEN II,51.61906984198132
2017-08-20,12,HOME AND KITCHEN II,52.04802869259685
2017-08-16,12,HOME APPLIANCES,38.18433609537358
2017-08-17,12,HOME APPLIANCES,43.3666111079947
2017-08-18,12,HOME APPLIANCES,48.238788079708726
2017-08-19,12,HOME APPLIANCES,50.506729793428484
2017-08-20,12,HOME APPLIANCES,49.896618017078474
2017-08-16,12,HOME CARE,70.06456353855484
2017-08-17,12,HOME CARE,55.9110090388581
2017-08-18,12,HOME CARE,63.942110519800316
2017-08-19,12,HOME CARE,68.69542548424958
2017-08-20,12,HOME CARE,59.53421841084503
2017-08-16,12,LADIESWEAR,44.1169428474674
2017-08-17,12,LADIESWEAR,43.3666111079947
2017-08-18,12,LADIESWEAR,48.238788079708726
2017-08-19,12,LADIESWEAR,51.078190508218206
2017-08-20,12,LADIESWEAR,49.896618017078474
2017-08-16,12,LAWN AND GARDEN,38.18433609537358
2017-08-17,12,LAWN AND GARDEN,43.3666111079947
2017-08-18,12,LAWN AND GARDEN,48.238788079708726
2017-08-19,12,LAWN AND GARDEN,50.506729793428484
2017-08-20,12,LAWN AND GARDEN,49.896618017078474
2017-08-16,12,LINGERIE,40.472987944130246
2017-08-17,12,LINGERIE,43.3666111079947
2017-08-18,12,LINGERIE,48.238788079708726
2017-08-19,12,LINGERIE,50.506729793428484
2017-08-20,12,LINGERIE,49.896618017078474
2017-08-16,12,"LIQUOR,WINE,BEER",42.975203321026015
2017-08-17,12,"LIQUOR,WINE,BEER",43.3666111079947
2017-08-18,12,"LIQUOR,WINE,BEER",49.77054282664194
2017-08-19,12,"LIQUOR,WINE,BEER",53.229601183736584
2017-08-20,12,"LIQUOR,WINE,BEER",43.77852935344819
2017-08-16,12,MAGAZINES,44.1610400571588
2017-08-17,12,MAGAZINES,43.3666111079947
2017-08-18,12,MAGAZINES,48.238788079708726
2017-08-19,12,MAGAZINES,50.506729793428484
2017-08-20,12,MAGAZINES,47.52177947118318
2017-08-16,12,MEATS,74.83225704393847
2017-08-17,12,MEATS,55.45621114886717
2017-08-18,12,MEATS,63.4873126298094
2017-08-19,12,MEATS,68.24062759425867
2017-08-20,12,MEATS,57.05371598075001
2017-08-16,12,PERSONAL CARE,80.46253164209749
2017-08-17,12,PERSONAL CARE,59.03610341231159
2017-08-18,12,PERSONAL CARE,67.68443709264521
2017-08-19,12,PERSONAL CARE,68.85785979365014
2017-08-20,12,PERSONAL CARE,67.82176539589818
2017-08-16,12,PET SUPPLIES,44.05537617295908
2017-08-17,12,PET SUPPLIES,43.26094722379498
2017-08-18,12,PET SUPPLIES,48.13312419550899
